./crack-identify/Denoising_verify_images\103-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_001383.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001385.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001406.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001409.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001410.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001411.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001412.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001415.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001417.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001418.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001438.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001480.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001491.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001492.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001494.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001505.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001510.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001521.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001530.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001531.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001537.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001546.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001557.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001558.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001568.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001574.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001578.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001586.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001588.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001589.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001591.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001604.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001614.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001619.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001621.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001630.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001633.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001636.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001637.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001644.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001649.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001650.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001651.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001653.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001654.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001662.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001673.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_001693.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001694.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001709.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001713.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001717.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001721.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001727.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001733.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001734.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001740.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001741.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001750.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001751.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001761.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001769.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001773.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001774.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001776.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001801.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001804.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001821.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001830.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001833.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001834.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001837.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001838.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001839.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001840.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001847.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001852.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001853.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001856.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001857.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001877.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001883.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001889.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001892.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001906.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001907.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_001915.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001919.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001925.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001941.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001948.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001951.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001952.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001954.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001966.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001971.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001972.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001973.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001991.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001994.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_001998.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002016.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002025.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002027.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002029.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002038.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002042.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002056.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002057.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002067.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002069.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002070.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002072.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002073.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002082.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002084.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002121.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002137.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002139.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002140.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002149.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002156.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002157.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002159.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002162.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002165.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002168.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002175.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002177.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002186.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002188.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002194.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002200.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002205.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002206.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_002210.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002214.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002217.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002226.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002231.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002252.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002258.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002259.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002263.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002274.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002281.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002284.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_002286.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002287.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002314.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002320.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002321.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002328.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002329.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002331.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002336.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002340.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002341.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002343.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002352.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002369.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002372.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002402.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002403.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002406.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002407.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002411.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002414.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002427.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002428.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002430.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002432.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002439.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002446.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002448.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002452.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002464.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002469.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002474.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002479.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002480.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002487.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002492.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002493.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002496.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002497.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002502.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002511.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002512.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002518.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002520.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002524.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002529.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002542.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002543.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002575.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_002587.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002592.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002597.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002599.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002603.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002612.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002613.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002623.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002633.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002636.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002658.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002663.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002676.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002688.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002689.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002702.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002705.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002708.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002709.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002710.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002711.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002712.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002722.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002738.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002757.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_002772.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002778.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002780.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_002784.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002785.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002813.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002814.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002822.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002835.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002837.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002849.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002855.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002858.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002863.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002864.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002867.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002876.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002877.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002878.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002910.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002914.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002915.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002921.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002929.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002937.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002953.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002955.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002957.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002990.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_002999.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003000.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003006.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003011.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003012.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003018.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003019.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003034.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003037.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003040.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003061.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003065.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003079.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003098.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003102.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003103.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003119.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003123.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003136.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003138.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003153.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003157.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003162.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003167.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003169.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003185.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003187.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003189.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003192.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003196.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003218.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003237.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003239.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003247.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003251.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003272.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003274.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003283.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\United_States_003292.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003294.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003297.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003300.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003305.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003308.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003315.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003327.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003328.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003330.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003332.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\United_States_003334.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003339.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003348.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003366.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003373.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003374.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003380.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003381.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003385.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003386.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003389.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003396.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003401.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003402.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003409.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003413.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003455.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003458.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003473.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003480.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003485.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003497.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003499.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003514.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003515.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003521.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003525.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003534.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003538.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003542.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003556.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003570.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\United_States_003571.jpg: Predicted: 0, True label: 0
